blind_id,instance_id,model_blind,ambiguous_sentence,ambiguity_side,gold_reading_1,gold_reading_2,gold_readings_extra,continuation,human_label,notes
T3A-0433,72944,Model B,It was not until the 17th century that the city began to grow rapidly.,premise,"It was not until the 17th century that the city began to grow rapidly, though it may have been founded much earlier.","It was not until the 17th century that the city began to grow rapidly, though it existed before then.",,"1 Population and general information 1.1 Population; Birthed in Egypt and raised in UAE, Maryam looks forward to using film as a means of highlighting",,
T3A-0782,13987,Model A,They won't come now.,hypothesis,"Before they would have come, but not anymore.",They won't come right now.,,They won't come now.,,
T3A-0939,97129,Model B,"I was able to do it, but I was too lazy.",hypothesis,"I did it (as I was able to), but I was too lazy.","I was capable of doing it, but I was too lazy.",,I was wondering where the heck Nixie was.,,
T3A-0567,99_c,Model B,He chose the right side of the fork.,premise,He chose the correct side of the fork.,He chose the side of the fork on the right.,,The wrong choice would have snuffed out his life in a daily heartbeat.,,
T3A-0480,97591,Model A,Other countries spend less money on defense than the United States.,hypothesis,Each other country spends less money on defense than the United States.,Other countries collectively spend less money on defense than the United States.,,Other countries spend more money on defense than the United States.,,
T3A-0554,15383,Model A,We accept some major credit cards.,hypothesis,"We accept some major credit cards, if not more.","We accept some major credit cards, but not all.",,What about debit cards?,,
T3A-0089,92_c,Model B,"My roommate and I met the lawyer for coffee, but she became ill and had to leave.",premise,"My roommate and I met the lawyer for coffee, but the laywer became ill and had to leave.","My roommate and I met the lawyer for coffee, but my roommate became ill and had to leave.",,"Fortunately, the lawyer was very understanding because she is also ill.",,
T3A-0739,3232,Model B,The proposal is that we increase our investment in the company by 10%.,premise,Our proposal is that we increase our investment in the company by 10%.,Their proposal is that we increase our investment in the company by 10%.,,ざっくり言うと、X社は売れすぎて陳腐になって、社内もすでに客の日常に取り入れないもの,,
T3A-0872,10144,Model A,"In general, older adults are more likely to suffer from chronic illnesses than younger adults.",premise,"In general, older adults are more likely to suffer from chronic illnesses than younger adults, but there are exceptions.","In general, perhaps always, older adults are more likely to suffer from chronic illnesses than younger adults.",,This is partly due to changes in the immune system that occur with age.,,
T3A-0524,59_c,Model A,"When the clock struck New Year's, John kissed his wife, and so did Sam.",premise,"When the clock struck New Year's, John kissed his wife, and Sam kissed his wife too.","When the clock struck New Year's, John kissed his wife, and Sam kissed John's wife too.",,But they had a bride according to the law of the land.,,
T3A-0587,59570,Model B,The evidence does not support the conclusion that the intervention was effective.,premise,"The evidence does not support the conclusion reached, which was that the intervention was effective.",The evidence does not support a possible conclusion that the intervention was effective.,,"3 key stakeholders; customers, teaching staff and wedding planners.",,
T3A-1037,41_c,Model B,LaBeouf had tried to bum a smoke from a police officer.,hypothesis,LaBeouf had tried to find a police officer to bum a smoke from.,LeBeouf had tried to bum a smoke from someone who happened to be a police officer.,,2y (Citation Needed) 354 points 355 points 356 points · 1 hour ago.,,
T3A-0103,59262,Model B,We cannot simply sit by and watch as the world around us crumbles.,premise,We cannot simply sit by and watch as the world around us crumbles; we must take action to prevent it.,"We cannot simply sit by and watch as the world around us crumbles; we must take action of some sort, though not necessarily to prevent the crumbling.",,We must inspire change.,,
T3A-0252,93654,Model A,"John was not at home, and so I couldn't give him the message.",premise,"John was not at home, and so I couldn't give him the message; otherwise I could have.","John was not at home, and so I couldn't give him the message, but there may or may not have been other obstacles too.",,"I didn't want to end up delivering the message, and so I decided to go to John's house.",,
T3A-0356,15104,Model A,She didn't want to give up her dream of becoming a doctor.,premise,She didn't want to give up her dream of becoming a doctor; she had to.,She didn't want to give up her dream of becoming a doctor in the future.,,She was devastated when she had to take her exams.,,
T3A-0147,59939,Model B,The repairs are expensive.,hypothesis,The repairs are a big expense.,The repairs are expensive relative to other repairs.,,"99 percent of Pens have I thought most recently had a very successful run with their model, was surprised to see this review.",,
T3A-0781,13987,Model B,They won't come now.,hypothesis,"Before they would have come, but not anymore.",They won't come right now.,,2.,,
T3A-0110,82241,Model A,One of the main purposes of education is to prepare students for the real world.,hypothesis,One of the main purposes of education is to prepare students for the real world of work.,One of the main purposes of education is to prepare students for the entire world.,,Another goal of education is to provide a place for students to develop and learn to interact with each other.,,
